cbo_2002,descricao,familia,descricao_familia,subgrupo,descricao_subgrupo,subgrupo_principal,descricao_subgrupo_principal,grande_grupo,descricao_grande_grupo,indicador_cbo_2002_ativa
223415,Farmacêutico Analista Clínico,2234,Farmacêuticos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223445,Farmacêutico Hospitalar E Clínico,2234,Farmacêuticos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223425,Farmacêutico Práticas Integrativas E Complementares,2234,Farmacêuticos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223410,Farmacêutico Bioquímico,2234,Farmacêuticos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,0
223435,Farmacêutico Industrial,2234,Farmacêuticos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223405,Farmacêutico,2234,Farmacêuticos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223440,Farmacêutico Toxicologista,2234,Farmacêuticos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223420,Farmacêutico De Alimentos,2234,Farmacêuticos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
2235C1,Enfermeiro Saúde Da Familia,2235,Enfermeiros,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,0
223530,Enfermeiro Do Trabalho,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223570,Perfusionista,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223560,Enfermeiro Sanitarista,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223580,Enfermeiro Estomaterapeuta,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
2235C3,Enfermeiro Estomaterapeuta,2235,Enfermeiros,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,0
223515,Enfermeiro De Bordo,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223555,Enfermeiro Puericultor E Pediátrico,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223520,Enfermeiro De Centro Cirúrgico,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223525,Enfermeiro De Terapia Intensiva,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223510,Enfermeiro Auditor,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223550,Enfermeiro Psiquiátrico,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223585,Enfermeiro Forense,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
2235C2,Enfermeiro Da Estratégia De Agente Comunitário De Saúde,2235,Enfermeiros,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,0
223535,Enfermeiro Nefrologista,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223505,Enfermeiro,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223565,Enfermeiro Da Estratégia De Saúde Da Família,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223545,Enfermeiro Obstétrico,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223540,Enfermeiro Neonatologista,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223575,Obstetriz,2235,Enfermeiros e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223625,Fisioterapeuta Respiratória,2236,Fisioterapeutas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
2236I1,Técnico Em Orientação E Mobilidade De Cegos E Deficientes Visuais,2236,Profissionais da fisioterapia e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,0
223635,Fisioterapeuta Traumato-Ortopédica Funcional,2236,Fisioterapeutas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223605,Fisioterapeuta Geral,2236,Fisioterapeutas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223615,Ortoptista,2236,Profissionais da fisioterapia e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,0
223650,Fisioterapeuta Acupunturista,2236,Fisioterapeutas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223630,Fisioterapeuta Neurofuncional,2236,Fisioterapeutas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223645,Fisioterapeuta Quiropraxista,2236,Fisioterapeutas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223655,Fisioterapeuta Esportivo,2236,Fisioterapeutas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223640,Fisioterapeuta Osteopata,2236,Fisioterapeutas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223620,Terapeuta Ocupacional,2236,Profissionais da fisioterapia e afins,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,0
223660,Fisioterapeuta  Do Trabalho,2236,Fisioterapeutas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223705,Dietista,2237,Nutricionistas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223710,Nutricionista,2237,Nutricionistas,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223835,Fonoaudiólogo Em Motricidade Orofacial,2238,Fonoaudiólogos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223845,Fonoaudiólogo Em Voz,2238,Fonoaudiólogos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223825,Fonoaudiólogo Em Disfagia,2238,Fonoaudiólogos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223810,Fonoaudiólogo Geral,2238,Fonoaudiólogos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223815,Fonoaudiólogo Educacional,2238,Fonoaudiólogos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223830,Fonoaudiólogo Em Linguagem,2238,Fonoaudiólogos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223820,Fonoaudiólogo Em Audiologia,2238,Fonoaudiólogos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223840,Fonoaudiólogo Em Saúde Coletiva,2238,Fonoaudiólogos,223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223915,Psicomotricista,2239,"Terapeutas ocupacionais, ortoptistas e psicomotricistas",223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223905,Terapeuta Ocupacional,2239,"Terapeutas ocupacionais, ortoptistas e psicomotricistas",223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
223910,Ortoptista,2239,"Terapeutas ocupacionais, ortoptistas e psicomotricistas",223,"Profissionais Da Medicina, Saúde E Afins                                                                                          ",22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
224130,Técnico De Laboratório E Fiscalização Desportiva,2241,Profissionais da educação física,224,Profissionais Da Educação Física                                                                                                  ,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
224135,Treinador Profissional De Futebol,2241,Profissionais da educação física,224,Profissionais Da Educação Física                                                                                                  ,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
224125,Técnico De Desporto Individual E Coletivo (Exceto Futebol),2241,Profissionais da educação física,224,Profissionais Da Educação Física                                                                                                  ,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
2241E1,Profissional De Educação Física Na Saúde,2241,Profissionais da educação física,224,Profissionais Da Educação Física                                                                                                  ,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,0
224115,Preparador De Atleta,2241,Profissionais da educação física,224,Profissionais Da Educação Física                                                                                                  ,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
224105,Avaliador Físico,2241,Profissionais da educação física,224,Profissionais Da Educação Física                                                                                                  ,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
224110,Ludomotricista,2241,Profissionais da educação física,224,Profissionais Da Educação Física                                                                                                  ,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
224140,Profissional De Educação Física Na Saúde,2241,Profissionais da educação física,224,Profissionais Da Educação Física                                                                                                  ,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
224120,Preparador Físico,2241,Profissionais da educação física,224,Profissionais Da Educação Física                                                                                                  ,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225165,Médico Gastroenterologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225112,Médico Neurologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225124,Médico Pediatra,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225154,Médico Antroposófico,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225125,Médico Clínico,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225185,Médico Hematologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225180,Médico Geriatra,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225142,Médico Da Estratégia De Saúde Da Família,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225120,Médico Cardiologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225122,Médico Cancerologista Pediátrico,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225190,Médico Hemoterapeuta,2251,Médicos Clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,0
225110,Médico Alergista E Imunologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225151,Médico Anestesiologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225106,Médico Legista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225139,Médico Sanitarista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225136,Médico Reumatologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225170,Médico Generalista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225135,Médico Dermatologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225127,Médico Pneumologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225155,Médico Endocrinologista E Metabologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225105,Médico Acupunturista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225103,Médico Infectologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225118,Médico Nutrologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225130,Médico De Família E Comunidade,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225145,Médico Em Medicina De Tráfego,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225121,Médico Oncologista Clínico,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225150,Médico Em Medicina Intensiva,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225160,Médico Fisiatra,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225195,Médico Homeopata,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225133,Médico Psiquiatra,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225115,Médico Angiologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225109,Médico Nefrologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225148,Médico Anatomopatologista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225175,Médico Geneticista,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225140,Médico Do Trabalho,2251,Médicos clínicos,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225270,Médico Ortopedista E Traumatologista,2252,Médicos em especialidades cirúrgicas,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225210,Médico Cirurgião Cardiovascular,2252,Médicos em especialidades cirúrgicas,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225280,Médico Coloproctologista,2252,Médicos em especialidades cirúrgicas,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225250,Médico Ginecologista E Obstetra,2252,Médicos em especialidades cirúrgicas,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225260,Médico Neurocirurgião,2252,Médicos em especialidades cirúrgicas,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225265,Médico Oftalmologista,2252,Médicos em especialidades cirúrgicas,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225235,Médico Cirurgião Plástico,2252,Médicos em especialidades cirúrgicas,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
225220,Médico Cirurgião Do Aparelho Digestivo,2252,Médicos em especialidades cirúrgicas,225,Profissionais Da Medicina,22,"Profissionais Das Ciências Biológicas, Da Saúde E Afins                                                                           ",2,Profissionais Das Ciências E Das Artes                                                                                            ,1
